type,t_us,idx,ax,ay,az,gx,gy,gz,roll,pitch,yaw,temp,state,shank_deg,shank_rate_dps,acc_g,knee_rad,knee_vel,tau_g,tau_imp,tau_cmd,tau_fb,k,b,theta_eq,landing,flex_peak,shank_cross
IMU,7261365.0,1,0.251,0.1162,0.9727,-0.18,-0.31,0.0,6.83,-14.23,32.15,26.7,,,,,,,,,,,,,,,,
IMU,7251774.0,2,0.1597,0.1465,0.978,0.49,0.0,0.0,8.62,-8.83,32.03,27.7,,,,,,,,,,,,,,,,
IMU,7261365.0,1,0.251,0.1162,0.9727,-0.18,-0.31,0.0,6.83,-14.23,32.15,26.7,,,,,,,,,,,,,,,,
IMU,7251774.0,2,0.1597,0.1465,0.978,0.49,0.0,0.0,8.62,-8.83,32.03,27.7,,,,,,,,,,,,,,,,
IMU,7361530.0,1,0.2432,0.1167,0.9644,0.0,-0.49,0.0,6.83,-14.22,32.15,26.8,,,,,,,,,,,,,,,,
IMU,7351695.0,2,0.1514,0.147,0.9731,0.18,-0.37,0.0,8.61,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,7361530.0,1,0.2432,0.1167,0.9644,0.0,-0.49,0.0,6.83,-14.22,32.15,26.8,,,,,,,,,,,,,,,,
IMU,7351695.0,2,0.1514,0.147,0.9731,0.18,-0.37,0.0,8.61,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,7361530.0,1,0.2432,0.1167,0.9644,0.0,-0.49,0.0,6.83,-14.22,32.15,26.8,,,,,,,,,,,,,,,,
IMU,7451673.0,2,0.1558,0.144,0.9712,0.0,0.06,0.0,8.62,-8.83,32.03,27.5,,,,,,,,,,,,,,,,
IMU,7461755.0,1,0.248,0.1152,0.9609,-0.12,-0.18,0.0,6.83,-14.22,32.15,26.7,,,,,,,,,,,,,,,,
IMU,7451673.0,2,0.1558,0.144,0.9712,0.0,0.06,0.0,8.62,-8.83,32.03,27.5,,,,,,,,,,,,,,,,
IMU,7461755.0,1,0.248,0.1152,0.9609,-0.12,-0.18,0.0,6.83,-14.22,32.15,26.7,,,,,,,,,,,,,,,,
IMU,7451673.0,2,0.1558,0.144,0.9712,0.0,0.06,0.0,8.62,-8.83,32.03,27.5,,,,,,,,,,,,,,,,
IMU,7561905.0,1,0.2466,0.1177,0.9619,0.06,0.0,0.0,6.83,-14.22,32.15,26.6,,,,,,,,,,,,,,,,
IMU,7551554.0,2,0.1548,0.146,0.9736,0.0,-0.18,0.0,8.62,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,7561905.0,1,0.2466,0.1177,0.9619,0.06,0.0,0.0,6.83,-14.22,32.15,26.6,,,,,,,,,,,,,,,,
IMU,7551554.0,2,0.1548,0.146,0.9736,0.0,-0.18,0.0,8.62,-8.83,32.03,27.6,,,,,,,,,,,,,,,,
IMU,7561905.0,1,0.2466,0.1177,0.9619,0.06,0.0,0.0,6.83,-14.22,32.15,26.6,,,,,,,,,,,,,,,,
IMU,7651493.0,2,0.1523,0.1431,0.9771,0.06,0.18,0.0,8.62,-8.83,32.03,27.5,,,,,,,,,,,,,,,,
IMU,7662032.0,1,0.2495,0.1162,0.9653,0.0,0.0,0.0,6.83,-14.22,32.15,26.7,,,,,,,,,,,,,,,,
IMU,7651493.0,2,0.1523,0.1431,0.9771,0.06,0.18,0.0,8.62,-8.83,32.03,27.5,,,,,,,,,,,,,,,,
IMU,7662032.0,1,0.2495,0.1162,0.9653,0.0,0.0,0.0,6.83,-14.22,32.15,26.7,,,,,,,,,,,,,,,,
IMU,7651493.0,2,0.1523,0.1431,0.9771,0.06,0.18,0.0,8.62,-8.83,32.03,27.5,,,,,,,,,,,,,,,,
IMU,7762286.0,1,0.2417,0.1221,0.9443,-0.31,-0.85,0.06,6.84,-14.27,32.15,26.7,,,,,,,,,,,,,,,,
IMU,7751413.0,2,0.1636,0.1411,0.9648,0.0,-0.98,-0.18,8.63,-8.88,32.03,27.6,,,,,,,,,,,,,,,,
IMU,7762286.0,1,0.2417,0.1221,0.9443,-0.31,-0.85,0.06,6.84,-14.27,32.15,26.7,,,,,,,,,,,,,,,,
IMU,7751413.0,2,0.1636,0.1411,0.9648,0.0,-0.98,-0.18,8.63,-8.88,32.03,27.6,,,,,,,,,,,,,,,,
IMU,7762286.0,1,0.2417,0.1221,0.9443,-0.31,-0.85,0.06,6.84,-14.27,32.15,26.7,,,,,,,,,,,,,,,,
IMU,7851342.0,2,0.166,0.1685,0.9785,-0.61,6.04,0.49,8.55,-8.68,32.0,27.6,,,,,,,,,,,,,,,,
IMU,7862478.0,1,0.2275,0.0884,1.0176,-2.99,11.17,-0.73,6.77,-14.08,32.16,26.7,,,,,,,,,,,,,,,,
IMU,7851342.0,2,0.166,0.1685,0.9785,-0.61,6.04,0.49,8.55,-8.68,32.0,27.6,,,,,,,,,,,,,,,,
IMU,7862478.0,1,0.2275,0.0884,1.0176,-2.99,11.17,-0.73,6.77,-14.08,32.16,26.7,,,,,,,,,,,,,,,,
IMU,7851342.0,2,0.166,0.1685,0.9785,-0.61,6.04,0.49,8.55,-8.68,32.0,27.6,,,,,,,,,,,,,,,,
IMU,7962650.0,1,0.1919,0.1201,0.9902,2.56,-0.12,3.11,6.4,-12.46,32.45,26.8,,,,,,,,,,,,,,,,
IMU,7951263.0,2,0.1328,0.1772,0.9854,-5.43,5.98,3.6,7.9,-7.17,32.29,27.5,,,,,,,,,,,,,,,,
IMU,7962650.0,1,0.1919,0.1201,0.9902,2.56,-0.12,3.11,6.4,-12.46,32.45,26.8,,,,,,,,,,,,,,,,
IMU,7951263.0,2,0.1328,0.1772,0.9854,-5.43,5.98,3.6,7.9,-7.17,32.29,27.5,,,,,,,,,,,,,,,,
IMU,7962650.0,1,0.1919,0.1201,0.9902,2.56,-0.12,3.11,6.4,-12.46,32.45,26.8,,,,,,,,,,,,,,,,
IMU,8051185.0,2,0.1504,0.126,0.9658,4.58,-17.21,0.49,8.28,-8.2,32.57,27.6,,,,,,,,,,,,,,,,
IMU,8062836.0,1,0.2378,0.1431,0.9746,4.7,-13.61,-0.85,6.73,-13.86,32.67,26.9,,,,,,,,,,,,,,,,
IMU,8051185.0,2,0.1504,0.126,0.9658,4.58,-17.21,0.49,8.28,-8.2,32.57,27.6,,,,,,,,,,,,,,,,
IMU,8062836.0,1,0.2378,0.1431,0.9746,4.7,-13.61,-0.85,6.73,-13.86,32.67,26.9,,,,,,,,,,,,,,,,
IMU,8051185.0,2,0.1504,0.126,0.9658,4.58,-17.21,0.49,8.28,-8.2,32.57,27.6,,,,,,,,,,,,,,,,
IMU,8163032.0,1,0.21,0.0874,0.9849,-7.69,28.87,-2.69,6.25,-11.99,32.73,26.9,,,,,,,,,,,,,,,,
IMU,8151112.0,2,0.1372,0.1157,1.002,-8.54,28.02,-2.2,7.67,-6.88,32.57,27.6,,,,,,,,,,,,,,,,
IMU,8163032.0,1,0.21,0.0874,0.9849,-7.69,28.87,-2.69,6.25,-11.99,32.73,26.9,,,,,,,,,,,,,,,,
IMU,8151112.0,2,0.1372,0.1157,1.002,-8.54,28.02,-2.2,7.67,-6.88,32.57,27.6,,,,,,,,,,,,,,,,
IMU,8163032.0,1,0.21,0.0874,0.9849,-7.69,28.87,-2.69,6.25,-11.99,32.73,26.9,,,,,,,,,,,,,,,,
IMU,8251030.0,2,0.0674,0.1011,1.0166,0.79,-10.44,-1.59,7.49,-6.1,32.27,27.6,,,,,,,,,,,,,,,,
IMU,8263186.0,1,0.186,0.1235,0.9775,4.15,-12.45,0.0,6.13,-11.55,32.38,26.8,,,,,,,,,,,,,,,,
IMU,8251030.0,2,0.0674,0.1011,1.0166,0.79,-10.44,-1.59,7.49,-6.1,32.27,27.6,,,,,,,,,,,,,,,,
IMU,8263186.0,1,0.186,0.1235,0.9775,4.15,-12.45,0.0,6.13,-11.55,32.38,26.8,,,,,,,,,,,,,,,,
IMU,8251030.0,2,0.0674,0.1011,1.0166,0.79,-10.44,-1.59,7.49,-6.1,32.27,27.6,,,,,,,,,,,,,,,,
IMU,8363395.0,1,0.2227,0.1572,0.9736,2.14,-1.77,-0.92,6.54,-12.41,32.24,26.8,,,,,,,,,,,,,,,,
IMU,8350914.0,2,0.1353,0.1499,0.9795,-0.43,-5.43,0.0,7.39,-7.12,32.1,27.5,,,,,,,,,,,,,,,,
IMU,8363395.0,1,0.2227,0.1572,0.9736,2.14,-1.77,-0.92,6.54,-12.41,32.24,26.8,,,,,,,,,,,,,,,,
IMU,8350914.0,2,0.1353,0.1499,0.9795,-0.43,-5.43,0.0,7.39,-7.12,32.1,27.5,,,,,,,,,,,,,,,,
IMU,8363395.0,1,0.2227,0.1572,0.9736,2.14,-1.77,-0.92,6.54,-12.41,32.24,26.8,,,,,,,,,,,,,,,,
IMU,8450874.0,2,0.1279,0.1055,0.9941,-10.13,3.78,-4.03,6.68,-7.06,31.83,27.7,,,,,,,,,,,,,,,,
IMU,8463616.0,1,0.23,0.1289,0.959,-0.18,12.27,-3.91,6.69,-11.84,31.97,26.9,,,,,,,,,,,,,,,,
IMU,8450874.0,2,0.1279,0.1055,0.9941,-10.13,3.78,-4.03,6.68,-7.06,31.83,27.7,,,,,,,,,,,,,,,,
IMU,8463616.0,1,0.23,0.1289,0.959,-0.18,12.27,-3.91,6.69,-11.84,31.97,26.9,,,,,,,,,,,,,,,,
IMU,8450874.0,2,0.1279,0.1055,0.9941,-10.13,3.78,-4.03,6.68,-7.06,31.83,27.7,,,,,,,,,,,,,,,,
